seed,robot count,spring constant,damping coefficient,iteration,moved distance,connectivity,converged
9,2,1,4.8,104,5.843099013,TRUE,TRUE
10,2,1,0.2,82,12.74046513,TRUE,TRUE
10,2,1,0.4,66,9.316575037,TRUE,TRUE
10,2,1,0.6,67,9.601018038,TRUE,TRUE
10,2,1,0.8,52,6.387346648,TRUE,TRUE
10,2,1,1,70,10.20615851,TRUE,TRUE
10,2,1,1.2,50,6.023906579,TRUE,TRUE
10,2,1,1.4,77,11.67623235,TRUE,TRUE
10,2,1,1.6,72,10.55286022,TRUE,TRUE
10,2,1,1.8,70,10.19847383,TRUE,TRUE
10,2,1,2,25,0.408043305,TRUE,TRUE
10,2,1,2.2,45,4.633868903,TRUE,TRUE
10,2,1,2.4,67,8.831512578,TRUE,TRUE
10,2,1,2.6,52,3.668808537,TRUE,TRUE
10,2,1,2.8,90,10.81837522,TRUE,TRUE
10,2,1,3,58,3.113901241,TRUE,TRUE
10,2,1,3.2,88,8.360061043,TRUE,TRUE
10,2,1,3.4,109,11.94747517,TRUE,TRUE
10,2,1,3.6,80,4.986835847,TRUE,TRUE
10,2,1,3.8,56,1.425262887,TRUE,TRUE
10,2,1,4,101,7.912638765,TRUE,TRUE
10,2,1,4.2,119,11.03478034,TRUE,TRUE
10,2,1,4.4,97,5.774141939,TRUE,TRUE
10,2,1,4.6,83,3.103985427,TRUE,TRUE
10,2,1,4.8,1,0,TRUE,TRUE
11,2,1,0.2,57,7.480921645,TRUE,TRUE
11,2,1,0.4,70,10.2075641,TRUE,TRUE
11,2,1,0.6,100,12.21346115,TRUE,TRUE
11,2,1,0.8,82,12.75401,TRUE,TRUE
11,2,1,1,74,7.016722666,TRUE,TRUE
11,2,1,1.2,63,8.770108408,TRUE,TRUE
11,2,1,1.4,56,7.240007198,TRUE,TRUE
11,2,1,1.6,74,6.518306968,TRUE,TRUE
11,2,1,1.8,32,1.875068472,TRUE,TRUE
11,2,1,2,28,0.804634388,TRUE,TRUE
11,2,1,2.2,60,7.876457695,TRUE,TRUE
11,2,1,2.4,84,12.27654525,TRUE,TRUE
11,2,1,2.6,82,10.62761798,TRUE,TRUE
11,2,1,2.8,52,2.764928175,TRUE,TRUE
11,2,1,3,70,5.42139134,TRUE,TRUE
11,2,1,3.2,97,10.34828789,TRUE,TRUE
11,2,1,3.4,103,10.64602714,TRUE,TRUE
11,2,1,3.6,87,6.581782023,TRUE,TRUE
11,2,1,3.8,85,5.47385242,TRUE,TRUE
11,2,1,4,96,6.927069071,TRUE,TRUE
11,2,1,4.2,57,1.22369518,TRUE,TRUE
11,2,1,4.4,112,8.825029237,TRUE,TRUE
11,2,1,4.6,110,7.797440923,TRUE,TRUE
11,2,1,4.8,1,0,TRUE,TRUE
12,2,1,0.2,96,11.2303976,TRUE,TRUE
12,2,1,0.4,79,11.98134659,TRUE,TRUE
12,2,1,0.6,49,5.787357792,TRUE,TRUE
12,2,1,0.8,68,9.780187539,TRUE,TRUE
12,2,1,1,78,7.847252675,TRUE,TRUE
12,2,1,1.2,77,11.68294736,TRUE,TRUE
12,2,1,1.4,33,2.546674972,TRUE,TRUE
12,2,1,1.6,48,5.597007404,TRUE,TRUE
12,2,1,1.8,62,8.468478179,TRUE,TRUE
12,2,1,2,57,7.458660323,TRUE,TRUE
12,2,1,2.2,52,6.174504903,TRUE,TRUE
12,2,1,2.4,1,0,TRUE,TRUE
12,2,1,2.6,73,8.674255047,TRUE,TRUE
12,2,1,2.8,75,7.736705694,TRUE,TRUE
12,2,1,3,79,7.431032156,TRUE,TRUE
12,2,1,3.2,90,8.853074753,TRUE,TRUE
12,2,1,3.4,77,5.196218093,TRUE,TRUE
12,2,1,3.6,91,7.450748139,TRUE,TRUE
12,2,1,3.8,73,3.228920895,TRUE,TRUE
12,2,1,4,95,6.672609255,TRUE,TRUE
12,2,1,4.2,1,0,TRUE,TRUE
12,2,1,4.4,119,10.31328708,TRUE,TRUE
12,2,1,4.6,125,10.94110475,TRUE,TRUE
12,2,1,4.8,101,5.324418731,TRUE,TRUE
13,2,1,0.2,41,4.027075285,TRUE,TRUE
13,2,1,0.4,67,9.592955978,TRUE,TRUE
13,2,1,0.6,74,10.99414896,TRUE,TRUE
13,2,1,0.8,76,7.266494069,TRUE,TRUE
13,2,1,1,63,8.667889332,TRUE,TRUE
13,2,1,1.2,63,8.704806246,TRUE,TRUE
13,2,1,1.4,100,12.22525028,TRUE,TRUE
13,2,1,1.6,100,11.99084079,TRUE,TRUE
13,2,1,1.8,72,10.55992256,TRUE,TRUE
13,2,1,2,77,11.67859853,TRUE,TRUE
13,2,1,2.2,78,11.64908056,TRUE,TRUE
13,2,1,2.4,67,8.694286437,TRUE,TRUE
13,2,1,2.6,81,10.31929182,TRUE,TRUE
13,2,1,2.8,89,10.57863665,TRUE,TRUE
13,2,1,3,83,8.18021523,TRUE,TRUE
13,2,1,3.2,61,3.014616191,TRUE,TRUE
13,2,1,3.4,94,8.839055882,TRUE,TRUE
13,2,1,3.6,96,8.529921555,TRUE,TRUE
13,2,1,3.8,74,3.408703154,TRUE,TRUE
13,2,1,4,89,5.560121412,TRUE,TRUE
13,2,1,4.2,113,9.727221681,TRUE,TRUE
13,2,1,4.4,69,1.877150527,TRUE,TRUE
13,2,1,4.6,50,0.710491012,TRUE,TRUE
13,2,1,4.8,113,7.754140138,TRUE,TRUE
14,2,1,0.2,112,14.59061761,TRUE,TRUE
14,2,1,0.4,188,22.36926601,TRUE,TRUE
14,2,1,0.6,79,12.08690064,TRUE,TRUE
14,2,1,0.8,42,4.219951686,TRUE,TRUE
14,2,1,1,65,9.126465147,TRUE,TRUE
14,2,1,1.2,83,12.87035452,TRUE,TRUE
14,2,1,1.4,104,13.10231988,TRUE,TRUE
14,2,1,1.6,112,14.93997056,TRUE,TRUE
14,2,1,1.8,1,0,TRUE,TRUE
14,2,1,2,40,3.56139693,TRUE,TRUE
14,2,1,2.2,49,5.478248313,TRUE,TRUE
14,2,1,2.4,68,8.885834415,TRUE,TRUE
14,2,1,2.6,93,13.66933423,TRUE,TRUE
14,2,1,2.8,82,9.189260076,TRUE,TRUE
14,2,1,3,62,3.845929661,TRUE,TRUE
14,2,1,3.2,77,6.147140907,TRUE,TRUE
14,2,1,3.4,108,11.69637731,TRUE,TRUE
14,2,1,3.6,1,0,TRUE,TRUE
14,2,1,3.8,69,2.761314962,TRUE,TRUE
14,2,1,4,93,6.312581889,TRUE,TRUE
14,2,1,4.2,110,9.229006219,TRUE,TRUE
14,2,1,4.4,93,4.941407925,TRUE,TRUE
14,2,1,4.6,92,4.351922769,TRUE,TRUE
14,2,1,4.8,94,4.181641369,TRUE,TRUE
15,2,1,0.2,57,7.511032737,TRUE,TRUE
15,2,1,0.4,63,8.751945344,TRUE,TRUE
15,2,1,0.6,87,9.473641721,TRUE,TRUE
15,2,1,0.8,79,12.01199498,TRUE,TRUE
15,2,1,1,59,7.828329923,TRUE,TRUE
15,2,1,1.2,67,9.489322425,TRUE,TRUE
15,2,1,1.4,62,8.481852324,TRUE,TRUE
15,2,1,1.6,94,10.70210989,TRUE,TRUE
15,2,1,1.8,28,1.009566293,TRUE,TRUE
15,2,1,2,59,7.821418283,TRUE,TRUE
15,2,1,2.2,41,3.010870263,TRUE,TRUE
15,2,1,2.4,59,7.162336636,TRUE,TRUE
15,2,1,2.6,78,9.707434861,TRUE,TRUE
15,2,1,2.8,81,8.825605336,TRUE,TRUE
15,2,1,3,59,3.247632341,TRUE,TRUE
15,2,1,3.2,83,7.295684352,TRUE,TRUE
15,2,1,3.4,71,4.095178647,TRUE,TRUE
15,2,1,3.6,99,9.153476803,TRUE,TRUE
15,2,1,3.8,87,5.783706169,TRUE,TRUE
15,2,1,4,96,7.037941993,TRUE,TRUE
15,2,1,4.2,113,9.815766436,TRUE,TRUE
15,2,1,4.4,121,10.79986601,TRUE,TRUE
15,2,1,4.6,86,3.44639481,TRUE,TRUE
15,2,1,4.8,112,7.399819476,TRUE,TRUE
16,2,1,0.2,88,9.547576484,TRUE,TRUE
16,2,1,0.4,158,16.06961357,TRUE,TRUE
16,2,1,0.6,68,9.749833308,TRUE,TRUE
16,2,1,0.8,63,8.682107321,TRUE,TRUE
16,2,1,1,52,6.451666102,TRUE,TRUE
16,2,1,1.2,65,9.160430204,TRUE,TRUE
16,2,1,1.4,38,3.446163905,TRUE,TRUE
16,2,1,1.6,36,3.145357394,TRUE,TRUE
16,2,1,1.8,91,10.02853862,TRUE,TRUE
16,2,1,2,44,4.608928486,TRUE,TRUE
16,2,1,2.2,69,9.688592548,TRUE,TRUE
16,2,1,2.4,75,10.45315251,TRUE,TRUE
16,2,1,2.6,79,9.878030032,TRUE,TRUE
16,2,1,2.8,46,1.894676838,TRUE,TRUE
16,2,1,3,88,9.311816133,TRUE,TRUE
16,2,1,3.2,98,10.39638476,TRUE,TRUE
16,2,1,3.4,78,5.465327339,TRUE,TRUE
16,2,1,3.6,90,7.269445615,TRUE,TRUE
16,2,1,3.8,86,5.576410661,TRUE,TRUE
16,2,1,4,79,3.72623917,TRUE,TRUE
16,2,1,4.2,116,10.40796528,TRUE,TRUE
16,2,1,4.4,94,5.128714543,TRUE,TRUE
16,2,1,4.6,89,3.844083249,TRUE,TRUE
16,2,1,4.8,125,10.20148429,TRUE,TRUE
17,2,1,0.2,59,7.861468688,TRUE,TRUE
17,2,1,0.4,57,7.492624033,TRUE,TRUE
17,2,1,0.6,95,11.15662252,TRUE,TRUE
17,2,1,0.8,66,9.35458557,TRUE,TRUE
17,2,1,1,78,11.78408572,TRUE,TRUE
17,2,1,1.2,88,13.9734885,TRUE,TRUE
17,2,1,1.4,57,7.410548598,TRUE,TRUE
17,2,1,1.6,66,9.294279215,TRUE,TRUE
17,2,1,1.8,54,6.727074338,TRUE,TRUE
17,2,1,2,56,7.141689945,TRUE,TRUE
17,2,1,2.2,34,1.427204885,TRUE,TRUE
17,2,1,2.4,70,9.329333039,TRUE,TRUE
17,2,1,2.6,68,7.560128198,TRUE,TRUE
17,2,1,2.8,58,3.924561687,TRUE,TRUE
17,2,1,3,33,0.523831665,TRUE,TRUE
17,2,1,3.2,1,0,TRUE,TRUE
17,2,1,3.4,88,7.583124041,TRUE,TRUE
17,2,1,3.6,66,2.697921271,TRUE,TRUE
17,2,1,3.8,111,10.87449282,TRUE,TRUE
17,2,1,4,114,10.80868148,TRUE,TRUE
17,2,1,4.2,96,6.17152367,TRUE,TRUE
17,2,1,4.4,102,6.698945281,TRUE,TRUE
17,2,1,4.6,129,11.77644578,TRUE,TRUE
17,2,1,4.8,104,5.865864266,TRUE,TRUE
18,2,1,0.2,123,16.9014867,TRUE,TRUE
18,2,1,0.4,74,11.08440061,TRUE,TRUE
18,2,1,0.6,48,2.283147051,TRUE,TRUE
18,2,1,0.8,102,12.7102797,TRUE,TRUE
18,2,1,1,41,4.046225918,TRUE,TRUE
18,2,1,1.2,96,11.48197791,TRUE,TRUE
18,2,1,1.4,59,7.782984503,TRUE,TRUE
18,2,1,1.6,74,10.98271898,TRUE,TRUE
18,2,1,1.8,82,12.74385118,TRUE,TRUE
18,2,1,2,45,4.815504922,TRUE,TRUE
18,2,1,2.2,47,5.207995754,TRUE,TRUE
18,2,1,2.4,50,5.164353093,TRUE,TRUE
18,2,1,2.6,64,6.796042967,TRUE,TRUE
18,2,1,2.8,57,3.639929787,TRUE,TRUE
18,2,1,3,58,3.084538986,TRUE,TRUE
18,2,1,3.2,81,6.970390815,TRUE,TRUE
18,2,1,3.4,69,3.748136893,TRUE,TRUE
18,2,1,3.6,104,10.22842161,TRUE,TRUE
18,2,1,3.8,101,8.670294535,TRUE,TRUE
18,2,1,4,96,6.866214099,TRUE,TRUE
18,2,1,4.2,111,9.344831587,TRUE,TRUE
18,2,1,4.4,113,9.058395716,TRUE,TRUE
18,2,1,4.6,115,8.82210108,TRUE,TRUE
18,2,1,4.8,130,11.25107771,TRUE,TRUE
19,2,1,0.2,25,1.388562094,TRUE,TRUE
19,2,1,0.4,36,3.148914058,TRUE,TRUE
19,2,1,0.6,79,12.09765834,TRUE,TRUE
19,2,1,0.8,31,2.264038009,TRUE,TRUE
19,2,1,1,83,8.882182116,TRUE,TRUE
19,2,1,1.2,30,2.088260185,TRUE,TRUE
19,2,1,1.4,107,13.69463629,TRUE,TRUE
19,2,1,1.6,30,1.708318646,TRUE,TRUE
19,2,1,1.8,38,3.491689003,TRUE,TRUE
19,2,1,2,31,1.242820992,TRUE,TRUE
19,2,1,2.2,76,11.33213641,TRUE,TRUE
19,2,1,2.4,38,1.722858656,TRUE,TRUE
19,2,1,2.6,63,6.521109194,TRUE,TRUE
19,2,1,2.8,66,5.795720986,TRUE,TRUE
19,2,1,3,101,12.07164411,TRUE,TRUE
19,2,1,3.2,90,8.870567298,TRUE,TRUE
19,2,1,3.4,71,4.069055513,TRUE,TRUE
19,2,1,3.6,80,5.003708473,TRUE,TRUE
19,2,1,3.8,89,6.202814012,TRUE,TRUE
19,2,1,4,93,6.236608355,TRUE,TRUE
19,2,1,4.2,1,0,TRUE,TRUE
19,2,1,4.4,121,10.73155477,TRUE,TRUE
19,2,1,4.6,96,4.926623125,TRUE,TRUE
19,2,1,4.8,121,9.41201982,TRUE,TRUE
0,4,1,0.2,820,122.7712227,TRUE,TRUE
0,4,1,0.4,340,57.73697501,TRUE,TRUE
0,4,1,0.6,277,45.67271474,TRUE,TRUE
0,4,1,0.8,178,36.22122941,TRUE,TRUE
0,4,1,1,196,48.68040035,TRUE,TRUE
0,4,1,1.2,187,38.47342027,TRUE,TRUE
0,4,1,1.4,159,33.38381785,TRUE,TRUE
0,4,1,1.6,139,31.0599504,TRUE,TRUE
0,4,1,1.8,167,36.37908763,TRUE,TRUE
0,4,1,2,136,28.50909564,TRUE,TRUE
0,4,1,2.2,140,23.49881822,TRUE,TRUE
0,4,1,2.4,175,28.44252398,TRUE,TRUE
0,4,1,2.6,152,23.60166898,TRUE,TRUE
0,4,1,2.8,184,37.10077578,TRUE,TRUE
0,4,1,3,119,28.64464998,TRUE,TRUE
0,4,1,3.2,184,28.95329857,TRUE,TRUE
0,4,1,3.4,173,24.16950903,TRUE,TRUE
